dataset,metric,classifier,noise_type,intensity,accuracy
ArrowHead,msm,svm,missing,0.2,0.815504
ArrowHead,msm,1nn,missing,0.4,0.753378
ArrowHead,msm,svm,missing,0.4,0.796788
ArrowHead,msm,1nn,outlier,0.0,0.924142
ArrowHead,msm,svm,outlier,0.0,0.844075
ArrowHead,msm,1nn,outlier,0.05,0.715615
ArrowHead,msm,svm,outlier,0.05,0.791805
ArrowHead,msm,1nn,outlier,0.1,0.559579
ArrowHead,msm,svm,outlier,0.1,0.725581
ArrowHead,msm,1nn,outlier,0.2,0.48361
ArrowHead,msm,svm,outlier,0.2,0.734994
ArrowHead,msm,1nn,outlier,0.4,0.473754
ArrowHead,msm,svm,outlier,0.4,0.654042
ArrowHead,twe,1nn,jittering,0.0,0.919491
ArrowHead,twe,svm,jittering,0.0,0.85814
ArrowHead,twe,1nn,jittering,0.05,0.919491
ArrowHead,twe,svm,jittering,0.05,0.829568
ArrowHead,twe,1nn,jittering,0.1,0.895681
ArrowHead,twe,svm,jittering,0.1,0.824695
ArrowHead,twe,1nn,jittering,0.2,0.696567
ArrowHead,twe,svm,jittering,0.2,0.772757
ArrowHead,twe,1nn,jittering,0.4,0.521373
ArrowHead,twe,svm,jittering,0.4,0.711296
ArrowHead,twe,1nn,missing,0.0,0.919491
ArrowHead,twe,svm,missing,0.0,0.85814
ArrowHead,twe,1nn,missing,0.05,0.872093
ArrowHead,twe,svm,missing,0.05,0.839092
ArrowHead,twe,1nn,missing,0.1,0.886489
ArrowHead,twe,svm,missing,0.1,0.829568
ArrowHead,twe,1nn,missing,0.2,0.815504
ArrowHead,twe,svm,missing,0.2,0.815615
ArrowHead,twe,1nn,missing,0.4,0.758361
ArrowHead,twe,svm,missing,0.4,0.758804
ArrowHead,twe,1nn,outlier,0.0,0.919491
ArrowHead,twe,svm,outlier,0.0,0.85814
ArrowHead,twe,1nn,outlier,0.05,0.672979
ArrowHead,twe,svm,outlier,0.05,0.777409
ArrowHead,twe,1nn,outlier,0.1,0.578405
ArrowHead,twe,svm,outlier,0.1,0.711185
ArrowHead,twe,1nn,outlier,0.2,0.516611
ArrowHead,twe,svm,outlier,0.2,0.725471
ArrowHead,twe,1nn,outlier,0.4,0.568439
ArrowHead,twe,svm,outlier,0.4,0.620709
ArrowHead,adtw,1nn,jittering,0.0,0.919601
ArrowHead,adtw,svm,jittering,0.0,0.768328
ArrowHead,adtw,1nn,jittering,0.05,0.905426
ArrowHead,adtw,svm,jittering,0.05,0.768106
ArrowHead,adtw,1nn,jittering,0.1,0.86722
ArrowHead,adtw,svm,jittering,0.1,0.777409
ArrowHead,adtw,1nn,jittering,0.2,0.682503
ArrowHead,adtw,svm,jittering,0.2,0.80598
ArrowHead,adtw,1nn,jittering,0.4,0.492913
ArrowHead,adtw,svm,jittering,0.4,0.748948
ArrowHead,adtw,1nn,missing,0.0,0.919601
ArrowHead,adtw,svm,missing,0.0,0.768328
ArrowHead,adtw,1nn,missing,0.05,0.782171
ArrowHead,adtw,svm,missing,0.05,0.787043
ArrowHead,adtw,1nn,missing,0.1,0.767663
ArrowHead,adtw,svm,missing,0.1,0.768217
ArrowHead,adtw,1nn,missing,0.2,0.668217
ArrowHead,adtw,svm,missing,0.2,0.744186
ArrowHead,adtw,1nn,missing,0.4,0.677962
ArrowHead,adtw,svm,missing,0.4,0.702104
ArrowHead,adtw,1nn,outlier,0.0,0.919601
ArrowHead,adtw,svm,outlier,0.0,0.768328
ArrowHead,adtw,1nn,outlier,0.05,0.388594
ArrowHead,adtw,svm,outlier,0.05,0.597231
ArrowHead,adtw,1nn,outlier,0.1,0.378848
ArrowHead,adtw,svm,outlier,0.1,0.521705
ArrowHead,adtw,1nn,outlier,0.2,0.440975
ArrowHead,adtw,svm,outlier,0.2,0.615836
ArrowHead,adtw,1nn,outlier,0.4,0.35515
ArrowHead,adtw,svm,outlier,0.4,0.488704
ArrowHead,dtw,1nn,jittering,0.0,0.777409
ArrowHead,dtw,svm,jittering,0.0,0.654485
ArrowHead,dtw,1nn,jittering,0.05,0.801218
ArrowHead,dtw,svm,jittering,0.05,0.645072
ArrowHead,dtw,1nn,jittering,0.1,0.725249
ArrowHead,dtw,svm,jittering,0.1,0.64031
ArrowHead,dtw,1nn,jittering,0.2,0.597453
ArrowHead,dtw,svm,jittering,0.2,0.692248
ArrowHead,dtw,1nn,jittering,0.4,0.493245
ArrowHead,dtw,svm,jittering,0.4,0.668439
ArrowHead,dtw,1nn,missing,0.0,0.777409
ArrowHead,dtw,svm,missing,0.0,0.654485
ArrowHead,dtw,1nn,missing,0.05,0.611185
ArrowHead,dtw,svm,missing,0.05,0.649723
ArrowHead,dtw,1nn,missing,0.1,0.61639
ArrowHead,dtw,svm,missing,0.1,0.616722
ArrowHead,dtw,1nn,missing,0.2,0.59701
ArrowHead,dtw,svm,missing,0.2,0.664341
ArrowHead,dtw,1nn,missing,0.4,0.644075
ArrowHead,dtw,svm,missing,0.4,0.663677
ArrowHead,dtw,1nn,outlier,0.0,0.777409
ArrowHead,dtw,svm,outlier,0.0,0.654485
ArrowHead,dtw,1nn,outlier,0.05,0.383721
ArrowHead,dtw,svm,outlier,0.05,0.521484
ArrowHead,dtw,1nn,outlier,0.1,0.369324
ArrowHead,dtw,svm,outlier,0.1,0.530786
ArrowHead,dtw,1nn,outlier,0.2,0.384164
ArrowHead,dtw,svm,outlier,0.2,0.582946
ArrowHead,dtw,1nn,outlier,0.4,0.326689
ArrowHead,dtw,svm,outlier,0.4,0.469767
ArrowHead,wdtw,1nn,jittering,0.0,0.796124
ArrowHead,wdtw,svm,jittering,0.0,0.696788
ArrowHead,wdtw,1nn,jittering,0.05,0.843632
ArrowHead,wdtw,svm,jittering,0.05,0.649723
ArrowHead,wdtw,1nn,jittering,0.1,0.800997
ArrowHead,wdtw,svm,jittering,0.1,0.687486
ArrowHead,wdtw,1nn,jittering,0.2,0.668549
ArrowHead,wdtw,svm,jittering,0.2,0.753821
ArrowHead,wdtw,1nn,jittering,0.4,0.48361
ArrowHead,wdtw,svm,jittering,0.4,0.758361
ArrowHead,wdtw,1nn,missing,0.0,0.796124
ArrowHead,wdtw,svm,missing,0.0,0.696788
ArrowHead,wdtw,1nn,missing,0.05,0.621262
ArrowHead,wdtw,svm,missing,0.05,0.69701
ArrowHead,wdtw,1nn,missing,0.1,0.654264
ArrowHead,wdtw,svm,missing,0.1,0.711185
ArrowHead,wdtw,1nn,missing,0.2,0.686822
ArrowHead,wdtw,svm,missing,0.2,0.706645
ArrowHead,wdtw,1nn,missing,0.4,0.649059
ArrowHead,wdtw,svm,missing,0.4,0.696678
ArrowHead,wdtw,1nn,outlier,0.0,0.796124
ArrowHead,wdtw,svm,outlier,0.0,0.696788
ArrowHead,wdtw,1nn,outlier,0.05,0.436434
ArrowHead,wdtw,svm,outlier,0.05,0.578516
ArrowHead,wdtw,1nn,outlier,0.1,0.416722
ArrowHead,wdtw,svm,outlier,0.1,0.611739
ArrowHead,wdtw,1nn,outlier,0.2,0.455039
ArrowHead,wdtw,svm,outlier,0.2,0.630565
ArrowHead,wdtw,1nn,outlier,0.4,0.360022
ArrowHead,wdtw,svm,outlier,0.4,0.526689
ArrowHead,ddtw,1nn,jittering,0.0,0.957475
ArrowHead,ddtw,svm,jittering,0.0,0.800886
ArrowHead,ddtw,1nn,jittering,0.05,0.535437
ArrowHead,ddtw,svm,jittering,0.05,0.829125
ArrowHead,ddtw,1nn,jittering,0.1,0.284164
ArrowHead,ddtw,svm,jittering,0.1,0.592691
ArrowHead,ddtw,1nn,jittering,0.2,0.246401
ArrowHead,ddtw,svm,jittering,0.2,0.426357
ArrowHead,ddtw,1nn,jittering,0.4,0.246401
ArrowHead,ddtw,svm,jittering,0.4,0.374419
ArrowHead,ddtw,1nn,missing,0.0,0.957475
ArrowHead,ddtw,svm,missing,0.0,0.800886
ArrowHead,ddtw,1nn,missing,0.05,0.331672
ArrowHead,ddtw,svm,missing,0.05,0.483167
ArrowHead,ddtw,1nn,missing,0.1,0.412071
ArrowHead,ddtw,svm,missing,0.1,0.549612
ArrowHead,ddtw,1nn,missing,0.2,0.521595
ArrowHead,ddtw,svm,missing,0.2,0.521816
ArrowHead,ddtw,1nn,missing,0.4,0.502436
ArrowHead,ddtw,svm,missing,0.4,0.554817
ArrowHead,ddtw,1nn,outlier,0.0,0.957475
ArrowHead,ddtw,svm,outlier,0.0,0.800886
ArrowHead,ddtw,1nn,outlier,0.05,0.289147
ArrowHead,ddtw,svm,outlier,0.05,0.317165
ArrowHead,ddtw,1nn,outlier,0.1,0.373865
ArrowHead,ddtw,svm,outlier,0.1,0.351163
ArrowHead,ddtw,1nn,outlier,0.2,0.331561
ArrowHead,ddtw,svm,outlier,0.2,0.365006
ArrowHead,ddtw,1nn,outlier,0.4,0.28361
ArrowHead,ddtw,svm,outlier,0.4,0.345626
ArrowHead,wddtw,1nn,jittering,0.0,0.938538
ArrowHead,wddtw,svm,jittering,0.0,0.782171
ArrowHead,wddtw,1nn,jittering,0.05,0.56866
ArrowHead,wddtw,svm,jittering,0.05,0.805316
ArrowHead,wddtw,1nn,jittering,0.1,0.274751
ArrowHead,wddtw,svm,jittering,0.1,0.682503
ArrowHead,wddtw,1nn,jittering,0.2,0.246401
ArrowHead,wddtw,svm,jittering,0.2,0.516611
ArrowHead,wddtw,1nn,jittering,0.4,0.246401
ArrowHead,wddtw,svm,jittering,0.4,0.369657
ArrowHead,wddtw,1nn,missing,0.0,0.938538
ArrowHead,wddtw,svm,missing,0.0,0.782171
ArrowHead,wddtw,1nn,missing,0.05,0.37464
ArrowHead,wddtw,svm,missing,0.05,0.530565
ArrowHead,wddtw,1nn,missing,0.1,0.450388
ArrowHead,wddtw,svm,missing,0.1,0.577741
ArrowHead,wddtw,1nn,missing,0.2,0.51196
ArrowHead,wddtw,svm,missing,0.2,0.621041
ArrowHead,wddtw,1nn,missing,0.4,0.573422
ArrowHead,wddtw,svm,missing,0.4,0.687929
ArrowHead,wddtw,1nn,outlier,0.0,0.938538
ArrowHead,wddtw,svm,outlier,0.0,0.782171
ArrowHead,wddtw,1nn,outlier,0.05,0.341085
ArrowHead,wddtw,svm,outlier,0.05,0.369989
ArrowHead,wddtw,1nn,outlier,0.1,0.365338
ArrowHead,wddtw,svm,outlier,0.1,0.431672
ArrowHead,wddtw,1nn,outlier,0.2,0.255814
ArrowHead,wddtw,svm,outlier,0.2,0.279956
ArrowHead,wddtw,1nn,outlier,0.4,0.279513
ArrowHead,wddtw,svm,outlier,0.4,0.374086
ArrowHead,shape_dtw,1nn,jittering,0.0,0.900554
ArrowHead,shape_dtw,svm,jittering,0.0,0.678073
ArrowHead,shape_dtw,1nn,jittering,0.05,0.919601
ArrowHead,shape_dtw,svm,jittering,0.05,0.701772
ArrowHead,shape_dtw,1nn,jittering,0.1,0.886489
ArrowHead,shape_dtw,svm,jittering,0.1,0.72536
ArrowHead,shape_dtw,1nn,jittering,0.2,0.696788
ArrowHead,shape_dtw,svm,jittering,0.2,0.734773
ArrowHead,shape_dtw,1nn,jittering,0.4,0.487929
ArrowHead,shape_dtw,svm,jittering,0.4,0.710963
ArrowHead,shape_dtw,1nn,missing,0.0,0.900554
ArrowHead,shape_dtw,svm,missing,0.0,0.678073
ArrowHead,shape_dtw,1nn,missing,0.05,0.720155
ArrowHead,shape_dtw,svm,missing,0.05,0.725692
ArrowHead,shape_dtw,1nn,missing,0.1,0.687486
ArrowHead,shape_dtw,svm,missing,0.1,0.739646
ArrowHead,shape_dtw,1nn,missing,0.2,0.626135
ArrowHead,shape_dtw,svm,missing,0.2,0.66866
ArrowHead,shape_dtw,1nn,missing,0.4,0.521041
ArrowHead,shape_dtw,svm,missing,0.4,0.625914
ArrowHead,shape_dtw,1nn,outlier,0.0,0.900554
ArrowHead,shape_dtw,svm,outlier,0.0,0.678073
ArrowHead,shape_dtw,1nn,outlier,0.05,0.468992
ArrowHead,shape_dtw,svm,outlier,0.05,0.563677
ArrowHead,shape_dtw,1nn,outlier,0.1,0.502104
ArrowHead,shape_dtw,svm,outlier,0.1,0.583167
ArrowHead,shape_dtw,1nn,outlier,0.2,0.312514
ArrowHead,shape_dtw,svm,outlier,0.2,0.445293
ArrowHead,shape_dtw,1nn,outlier,0.4,0.431008
ArrowHead,shape_dtw,svm,outlier,0.4,0.468992
ArrowHead,euclidean,1nn,jittering,0.0,0.919712
ArrowHead,euclidean,svm,jittering,0.0,0.872315
ArrowHead,euclidean,1nn,jittering,0.05,0.910299
ArrowHead,euclidean,svm,jittering,0.05,0.867553
ArrowHead,euclidean,1nn,jittering,0.1,0.872093
ArrowHead,euclidean,svm,jittering,0.1,0.858029
ArrowHead,euclidean,1nn,jittering,0.2,0.67309
ArrowHead,euclidean,svm,jittering,0.2,0.806091
ArrowHead,euclidean,1nn,jittering,0.4,0.45969
ArrowHead,euclidean,svm,jittering,0.4,0.739646
ArrowHead,euclidean,1nn,missing,0.0,0.919712
ArrowHead,euclidean,svm,missing,0.0,0.872315
ArrowHead,euclidean,1nn,missing,0.05,0.815725
ArrowHead,euclidean,svm,missing,0.05,0.825249
ArrowHead,euclidean,1nn,missing,0.1,0.734994
ArrowHead,euclidean,svm,missing,0.1,0.787154
ArrowHead,euclidean,1nn,missing,0.2,0.639756
ArrowHead,euclidean,svm,missing,0.2,0.734994
ArrowHead,euclidean,1nn,missing,0.4,0.516833
ArrowHead,euclidean,svm,missing,0.4,0.682724
ArrowHead,euclidean,1nn,outlier,0.0,0.919712
ArrowHead,euclidean,svm,outlier,0.0,0.872315
ArrowHead,euclidean,1nn,outlier,0.05,0.430786
ArrowHead,euclidean,svm,outlier,0.05,0.606866
ArrowHead,euclidean,1nn,outlier,0.1,0.364895
ArrowHead,euclidean,svm,outlier,0.1,0.583056
ArrowHead,euclidean,1nn,outlier,0.2,0.317608
ArrowHead,euclidean,svm,outlier,0.2,0.493134
ArrowHead,euclidean,1nn,outlier,0.4,0.379291
ArrowHead,euclidean,svm,outlier,0.4,0.40753
ArrowHead,manhattan,1nn,jittering,0.0,0.900443
ArrowHead,manhattan,svm,jittering,0.0,0.820377
ArrowHead,manhattan,1nn,jittering,0.05,0.895792
ArrowHead,manhattan,svm,jittering,0.05,0.82979
ArrowHead,manhattan,1nn,jittering,0.1,0.867331
ArrowHead,manhattan,svm,jittering,0.1,0.839313
ArrowHead,manhattan,1nn,jittering,0.2,0.682724
ArrowHead,manhattan,svm,jittering,0.2,0.796567
ArrowHead,manhattan,1nn,jittering,0.4,0.469103
ArrowHead,manhattan,svm,jittering,0.4,0.730122
ArrowHead,manhattan,1nn,missing,0.0,0.900443
ArrowHead,manhattan,svm,missing,0.0,0.820377
ArrowHead,manhattan,1nn,missing,0.05,0.877076
ArrowHead,manhattan,svm,missing,0.05,0.843965
ArrowHead,manhattan,1nn,missing,0.1,0.848616
ArrowHead,manhattan,svm,missing,0.1,0.8299
ArrowHead,manhattan,1nn,missing,0.2,0.772647
ArrowHead,manhattan,svm,missing,0.2,0.82979
ArrowHead,manhattan,1nn,missing,0.4,0.692359
ArrowHead,manhattan,svm,missing,0.4,0.720598
ArrowHead,manhattan,1nn,outlier,0.0,0.900443
ArrowHead,manhattan,svm,outlier,0.0,0.820377
ArrowHead,manhattan,1nn,outlier,0.05,0.720598
ArrowHead,manhattan,svm,outlier,0.05,0.815504
ArrowHead,manhattan,1nn,outlier,0.1,0.473976
ArrowHead,manhattan,svm,outlier,0.1,0.777519
ArrowHead,manhattan,1nn,outlier,0.2,0.303433
ArrowHead,manhattan,svm,outlier,0.2,0.678405
ArrowHead,manhattan,1nn,outlier,0.4,0.241639
ArrowHead,manhattan,svm,outlier,0.4,0.531118
ArrowHead,minkowski,1nn,jittering,0.0,0.919712
ArrowHead,minkowski,svm,jittering,0.0,0.872315
ArrowHead,minkowski,1nn,jittering,0.05,0.910299
ArrowHead,minkowski,svm,jittering,0.05,0.867553
ArrowHead,minkowski,1nn,jittering,0.1,0.872093
ArrowHead,minkowski,svm,jittering,0.1,0.858029
ArrowHead,minkowski,1nn,jittering,0.2,0.67309
ArrowHead,minkowski,svm,jittering,0.2,0.806091
ArrowHead,minkowski,1nn,jittering,0.4,0.45969
ArrowHead,minkowski,svm,jittering,0.4,0.739646
ArrowHead,minkowski,1nn,missing,0.0,0.919712
ArrowHead,minkowski,svm,missing,0.0,0.872315
ArrowHead,minkowski,1nn,missing,0.05,0.796456
ArrowHead,minkowski,svm,missing,0.05,0.820266
ArrowHead,minkowski,1nn,missing,0.1,0.725249
ArrowHead,minkowski,svm,missing,0.1,0.796567
ArrowHead,minkowski,1nn,missing,0.2,0.672979
ArrowHead,minkowski,svm,missing,0.2,0.744408
ArrowHead,minkowski,1nn,missing,0.4,0.563787
ArrowHead,minkowski,svm,missing,0.4,0.687708
ArrowHead,minkowski,1nn,outlier,0.0,0.919712
ArrowHead,minkowski,svm,outlier,0.0,0.872315
ArrowHead,minkowski,1nn,outlier,0.05,0.430786
ArrowHead,minkowski,svm,outlier,0.05,0.606866
ArrowHead,minkowski,1nn,outlier,0.1,0.364895
ArrowHead,minkowski,svm,outlier,0.1,0.583056
ArrowHead,minkowski,1nn,outlier,0.2,0.317608
ArrowHead,minkowski,svm,outlier,0.2,0.493134
ArrowHead,minkowski,1nn,outlier,0.4,0.379291
ArrowHead,minkowski,svm,outlier,0.4,0.40753
ArrowHead,sbd,1nn,jittering,0.0,0.919712
ArrowHead,sbd,svm,jittering,0.0,0.734994
ArrowHead,sbd,1nn,jittering,0.05,0.910299
ArrowHead,sbd,svm,jittering,0.05,0.74928
ArrowHead,sbd,1nn,jittering,0.1,0.867331
ArrowHead,sbd,svm,jittering,0.1,0.758693
ArrowHead,sbd,1nn,jittering,0.2,0.663566
ArrowHead,sbd,svm,jittering,0.2,0.767996
ArrowHead,sbd,1nn,jittering,0.4,0.469324
ArrowHead,sbd,svm,jittering,0.4,0.744297
ArrowHead,sbd,1nn,missing,0.0,0.919712
ArrowHead,sbd,svm,missing,0.0,0.734994
ArrowHead,sbd,1nn,missing,0.05,0.800997
ArrowHead,sbd,svm,missing,0.05,0.787043
ArrowHead,sbd,1nn,missing,0.1,0.763566
ArrowHead,sbd,svm,missing,0.1,0.782503
ArrowHead,sbd,1nn,missing,0.2,0.663344
ArrowHead,sbd,svm,missing,0.2,0.763123
ArrowHead,sbd,1nn,missing,0.4,0.658693
ArrowHead,sbd,svm,missing,0.4,0.711628
ArrowHead,sbd,1nn,outlier,0.0,0.919712
ArrowHead,sbd,svm,outlier,0.0,0.734994
ArrowHead,sbd,1nn,outlier,0.05,0.488151
ArrowHead,sbd,svm,outlier,0.05,0.56866
ArrowHead,sbd,1nn,outlier,0.1,0.478627
ArrowHead,sbd,svm,outlier,0.1,0.573533
ArrowHead,sbd,1nn,outlier,0.2,0.350388
ArrowHead,sbd,svm,outlier,0.2,0.502215
ArrowHead,sbd,1nn,outlier,0.4,0.269989
ArrowHead,sbd,svm,outlier,0.4,0.478405
BeetleFly,lcss,1nn,jittering,0.0,0.85
BeetleFly,lcss,svm,jittering,0.0,0.8
BeetleFly,lcss,1nn,jittering,0.05,0.875
BeetleFly,lcss,svm,jittering,0.05,0.85
BeetleFly,lcss,1nn,jittering,0.1,0.875
BeetleFly,lcss,svm,jittering,0.1,0.85
BeetleFly,lcss,1nn,jittering,0.2,0.9
BeetleFly,lcss,svm,jittering,0.2,0.85
BeetleFly,lcss,1nn,jittering,0.4,0.9
BeetleFly,lcss,svm,jittering,0.4,0.875
BeetleFly,lcss,1nn,missing,0.0,0.85
BeetleFly,lcss,svm,missing,0.0,0.8
BeetleFly,lcss,1nn,missing,0.05,0.825
BeetleFly,lcss,svm,missing,0.05,0.825
BeetleFly,lcss,1nn,missing,0.1,0.825
BeetleFly,lcss,svm,missing,0.1,0.85
BeetleFly,lcss,1nn,missing,0.2,0.825
BeetleFly,lcss,svm,missing,0.2,0.875
BeetleFly,lcss,1nn,missing,0.4,0.775
BeetleFly,lcss,svm,missing,0.4,0.925
BeetleFly,lcss,1nn,outlier,0.0,0.85
BeetleFly,lcss,svm,outlier,0.0,0.8
BeetleFly,lcss,1nn,outlier,0.05,0.875
BeetleFly,lcss,svm,outlier,0.05,0.85
BeetleFly,lcss,1nn,outlier,0.1,0.9
BeetleFly,lcss,svm,outlier,0.1,0.85
BeetleFly,lcss,1nn,outlier,0.2,0.825
BeetleFly,lcss,svm,outlier,0.2,0.875
BeetleFly,lcss,1nn,outlier,0.4,0.85
BeetleFly,lcss,svm,outlier,0.4,0.825
BeetleFly,edr,1nn,jittering,0.0,0.875
BeetleFly,edr,svm,jittering,0.0,0.925
BeetleFly,edr,1nn,jittering,0.05,0.85
BeetleFly,edr,svm,jittering,0.05,0.875
BeetleFly,edr,1nn,jittering,0.1,0.875
BeetleFly,edr,svm,jittering,0.1,0.875
BeetleFly,edr,1nn,jittering,0.2,0.9
BeetleFly,edr,svm,jittering,0.2,0.85
BeetleFly,edr,1nn,jittering,0.4,0.925
BeetleFly,edr,svm,jittering,0.4,0.875
BeetleFly,edr,1nn,missing,0.0,0.875
BeetleFly,edr,svm,missing,0.0,0.925
BeetleFly,edr,1nn,missing,0.05,0.9
BeetleFly,edr,svm,missing,0.05,0.9
BeetleFly,edr,1nn,missing,0.1,0.875
BeetleFly,edr,svm,missing,0.1,0.875
BeetleFly,edr,1nn,missing,0.2,0.9
BeetleFly,edr,svm,missing,0.2,0.875
BeetleFly,edr,1nn,missing,0.4,0.95
BeetleFly,edr,svm,missing,0.4,0.875
BeetleFly,edr,1nn,outlier,0.0,0.875
BeetleFly,edr,svm,outlier,0.0,0.925
BeetleFly,edr,1nn,outlier,0.05,0.85
BeetleFly,edr,svm,outlier,0.05,0.925
BeetleFly,edr,1nn,outlier,0.1,0.9
BeetleFly,edr,svm,outlier,0.1,0.925
BeetleFly,edr,1nn,outlier,0.2,0.9
BeetleFly,edr,svm,outlier,0.2,0.9
BeetleFly,edr,1nn,outlier,0.4,0.875
BeetleFly,edr,svm,outlier,0.4,0.875
BeetleFly,erp,1nn,jittering,0.0,0.85
BeetleFly,erp,svm,jittering,0.0,0.9
BeetleFly,erp,1nn,jittering,0.05,0.85
BeetleFly,erp,svm,jittering,0.05,0.9
BeetleFly,erp,1nn,jittering,0.1,0.85
BeetleFly,erp,svm,jittering,0.1,0.875
BeetleFly,erp,1nn,jittering,0.2,0.9
BeetleFly,erp,svm,jittering,0.2,0.875
BeetleFly,erp,1nn,jittering,0.4,0.875
BeetleFly,erp,svm,jittering,0.4,0.85
BeetleFly,erp,1nn,missing,0.0,0.85
BeetleFly,erp,svm,missing,0.0,0.9
BeetleFly,erp,1nn,missing,0.05,0.85
BeetleFly,erp,svm,missing,0.05,0.875
BeetleFly,erp,1nn,missing,0.1,0.875
BeetleFly,erp,svm,missing,0.1,0.875
BeetleFly,erp,1nn,missing,0.2,0.875
BeetleFly,erp,svm,missing,0.2,0.875
BeetleFly,erp,1nn,missing,0.4,0.9
BeetleFly,erp,svm,missing,0.4,0.85
BeetleFly,erp,1nn,outlier,0.0,0.85
BeetleFly,erp,svm,outlier,0.0,0.9
BeetleFly,erp,1nn,outlier,0.05,0.85
BeetleFly,erp,svm,outlier,0.05,0.825
BeetleFly,erp,1nn,outlier,0.1,0.875
BeetleFly,erp,svm,outlier,0.1,0.85
BeetleFly,erp,1nn,outlier,0.2,0.875
BeetleFly,erp,svm,outlier,0.2,0.725
BeetleFly,erp,1nn,outlier,0.4,0.75
BeetleFly,erp,svm,outlier,0.4,0.8
BeetleFly,msm,1nn,jittering,0.0,0.825
BeetleFly,msm,svm,jittering,0.0,0.875
BeetleFly,msm,1nn,jittering,0.05,0.825
BeetleFly,msm,svm,jittering,0.05,0.875
BeetleFly,msm,1nn,jittering,0.1,0.825
BeetleFly,msm,svm,jittering,0.1,0.875
BeetleFly,msm,1nn,jittering,0.2,0.85
BeetleFly,msm,svm,jittering,0.2,0.875
BeetleFly,msm,1nn,jittering,0.4,0.85
BeetleFly,msm,svm,jittering,0.4,0.875
BeetleFly,msm,1nn,missing,0.0,0.825
BeetleFly,msm,svm,missing,0.0,0.875
BeetleFly,msm,1nn,missing,0.05,0.875
BeetleFly,msm,svm,missing,0.05,0.875
BeetleFly,msm,1nn,missing,0.1,0.875
BeetleFly,msm,svm,missing,0.1,0.85
BeetleFly,msm,1nn,missing,0.2,0.875
BeetleFly,msm,svm,missing,0.2,0.85
BeetleFly,msm,1nn,missing,0.4,0.825
BeetleFly,msm,svm,missing,0.4,0.9
BeetleFly,msm,1nn,outlier,0.0,0.825
BeetleFly,msm,svm,outlier,0.0,0.875
BeetleFly,msm,1nn,outlier,0.05,0.825
BeetleFly,msm,svm,outlier,0.05,0.9
BeetleFly,msm,1nn,outlier,0.1,0.875
BeetleFly,msm,svm,outlier,0.1,0.875
BeetleFly,msm,1nn,outlier,0.2,0.875
BeetleFly,msm,svm,outlier,0.2,0.8
BeetleFly,msm,1nn,outlier,0.4,0.8
BeetleFly,msm,svm,outlier,0.4,0.875
BeetleFly,twe,1nn,jittering,0.0,0.875
BeetleFly,twe,svm,jittering,0.0,0.85
BeetleFly,twe,1nn,jittering,0.05,0.875
BeetleFly,twe,svm,jittering,0.05,0.85
BeetleFly,twe,1nn,jittering,0.1,0.85
BeetleFly,twe,svm,jittering,0.1,0.825
BeetleFly,twe,1nn,jittering,0.2,0.875
BeetleFly,twe,svm,jittering,0.2,0.85
BeetleFly,twe,1nn,jittering,0.4,0.825
BeetleFly,twe,svm,jittering,0.4,0.875
BeetleFly,twe,1nn,missing,0.0,0.875
BeetleFly,twe,svm,missing,0.0,0.85
BeetleFly,twe,1nn,missing,0.05,0.85
BeetleFly,twe,svm,missing,0.05,0.85
BeetleFly,twe,1nn,missing,0.1,0.85
BeetleFly,twe,svm,missing,0.1,0.875
BeetleFly,twe,1nn,missing,0.2,0.825
BeetleFly,twe,svm,missing,0.2,0.9
BeetleFly,twe,1nn,missing,0.4,0.9
BeetleFly,twe,svm,missing,0.4,0.85
BeetleFly,twe,1nn,outlier,0.0,0.875
BeetleFly,twe,svm,outlier,0.0,0.85
BeetleFly,twe,1nn,outlier,0.05,0.8
BeetleFly,twe,svm,outlier,0.05,0.875
BeetleFly,twe,1nn,outlier,0.1,0.8
BeetleFly,twe,svm,outlier,0.1,0.85
BeetleFly,twe,1nn,outlier,0.2,0.825
BeetleFly,twe,svm,outlier,0.2,0.725
BeetleFly,twe,1nn,outlier,0.4,0.75
BeetleFly,twe,svm,outlier,0.4,0.875
BeetleFly,adtw,1nn,jittering,0.0,0.9
BeetleFly,adtw,svm,jittering,0.0,0.8
BeetleFly,adtw,1nn,jittering,0.05,0.9
BeetleFly,adtw,svm,jittering,0.05,0.8
BeetleFly,adtw,1nn,jittering,0.1,0.9
BeetleFly,adtw,svm,jittering,0.1,0.8
BeetleFly,adtw,1nn,jittering,0.2,0.85
BeetleFly,adtw,svm,jittering,0.2,0.85
BeetleFly,adtw,1nn,jittering,0.4,0.85
BeetleFly,adtw,svm,jittering,0.4,0.875
BeetleFly,adtw,1nn,missing,0.0,0.9
BeetleFly,adtw,svm,missing,0.0,0.8
BeetleFly,adtw,1nn,missing,0.05,0.9
BeetleFly,adtw,svm,missing,0.05,0.825
BeetleFly,adtw,1nn,missing,0.1,0.875
BeetleFly,adtw,svm,missing,0.1,0.9
BeetleFly,adtw,1nn,missing,0.2,0.925
BeetleFly,adtw,svm,missing,0.2,0.875
BeetleFly,adtw,1nn,missing,0.4,0.875
BeetleFly,adtw,svm,missing,0.4,0.9
BeetleFly,adtw,1nn,outlier,0.0,0.9
BeetleFly,adtw,svm,outlier,0.0,0.8
BeetleFly,adtw,1nn,outlier,0.05,0.625
